horse,horseLabel,mother,motherLabel,father,fatherLabel,birthyear,deathyear,genderLabel
http://www.wikidata.org/entity/Q100144332,Gazal al Shaqab,,,,,1995,,male organism
http://www.wikidata.org/entity/Q1001792,Makybe Diva,http://www.wikidata.org/entity/Q14949904,Tugela,http://www.wikidata.org/entity/Q5263956,Desert King,1999,,female organism
http://www.wikidata.org/entity/Q100267969,Galactica,,,,,2012,,female organism
http://www.wikidata.org/entity/Q100272248,Ladyofthelake,,,,,2010,,female organism
http://www.wikidata.org/entity/Q100274623,Hegnus,http://www.wikidata.org/entity/Q100323838,Hespa,http://www.wikidata.org/entity/Q100292979,Magnus,2008,,male organism
http://www.wikidata.org/entity/Q100291898,Maracana,,,http://www.wikidata.org/entity/Q39070420,Conor Pass,1983,,female organism
http://www.wikidata.org/entity/Q100292979,Magnus,http://www.wikidata.org/entity/Q100291898,Maracana,http://www.wikidata.org/entity/Q100293720,Jape,1997,2010,male organism
http://www.wikidata.org/entity/Q100293720,Jape,,,http://www.wikidata.org/entity/Q636053,Alleged,1989,,male organism
http://www.wikidata.org/entity/Q100297589,Big Burn,http://www.wikidata.org/entity/Q4951054,Bowl of Flowers,http://www.wikidata.org/entity/Q7003920,Never Bend,1970,,male organism
http://www.wikidata.org/entity/Q100323726,Big Walt,,,http://www.wikidata.org/entity/Q100297589,Big Burn,1981,,male organism
http://www.wikidata.org/entity/Q100323838,Hespa,,,http://www.wikidata.org/entity/Q100323726,Big Walt,1994,,female organism
http://www.wikidata.org/entity/Q100354758,Grande,,,http://www.wikidata.org/entity/Q1546567,Ticino,1948,,male organism
http://www.wikidata.org/entity/Q100355207,Birkhahn,,,http://www.wikidata.org/entity/Q2640289,Alchimist,1945,,male organism
http://www.wikidata.org/entity/Q100355482,Zigeunerkind,,,http://www.wikidata.org/entity/Q100355207,Birkhahn,1954,,female organism
http://www.wikidata.org/entity/Q100356190,Le Loup Garou,,,http://www.wikidata.org/entity/Q17361607,Prince Bio,1956,,male organism
http://www.wikidata.org/entity/Q100357151,Želatina,,,http://www.wikidata.org/entity/Q100356190,Le Loup Garou,1968,,female organism
http://www.wikidata.org/entity/Q100388939,Written Tycoon,,,,,2002,,male organism
http://www.wikidata.org/entity/Q100450920,Luminous Warrior,,,,,,,male organism
http://www.wikidata.org/entity/Q100450924,Kurino Gaudi,,,,,,,male organism
http://www.wikidata.org/entity/Q100450928,Centelleo,,,,,,,female organism
http://www.wikidata.org/entity/Q100450932,Eterna Minoru,,,,,,,female organism
http://www.wikidata.org/entity/Q100450939,Centurion,,,,,,,male organism
http://www.wikidata.org/entity/Q100450961,Kluger,,,http://www.wikidata.org/entity/Q11297858,King Kamehameha,2012,,male organism
http://www.wikidata.org/entity/Q100450968,Tagano Espresso,,,http://www.wikidata.org/entity/Q11334537,Black Tide,2012,,male organism
http://www.wikidata.org/entity/Q100450971,Black Moon,,,,,,,male organism
http://www.wikidata.org/entity/Q100450973,Stella Velocie,,,http://www.wikidata.org/entity/Q2879150,Bago,2018,,male organism
http://www.wikidata.org/entity/Q100450976,Bell Lap,,,,,,,male organism
http://www.wikidata.org/entity/Q100497569,Trébol,,,,,2007,,
http://www.wikidata.org/entity/Q100497633,Zacon Gio,,,,,2015,,
http://www.wikidata.org/entity/Q1005232,Rock of Gibraltar,,,http://www.wikidata.org/entity/Q1005468,Danehill,1999,2022,male organism
http://www.wikidata.org/entity/Q1005468,Danehill,http://www.wikidata.org/entity/Q61987321,Razyana,http://www.wikidata.org/entity/Q1104509,Danzig,1986,2003,male organism
http://www.wikidata.org/entity/Q100791596,Probabeel,,,,,2016,,female organism
http://www.wikidata.org/entity/Q101003005,Chapter Seven,,,,,2008,,
http://www.wikidata.org/entity/Q101019926,Diamanten,,,,,,,
http://www.wikidata.org/entity/Q101070082,ਮੈਥਿਲਡੇ ਟ੍ਰੋਜਬੋਰਗ,,,,,2004,,
http://www.wikidata.org/entity/Q101192002,Oe Raijin,,,,,,,male organism
http://www.wikidata.org/entity/Q101192043,Musee Sultan,,,,,,,male organism
http://www.wikidata.org/entity/Q101192189,Omega Heart Rock,,,,,,,female organism
http://www.wikidata.org/entity/Q101192470,Daring Bird,http://www.wikidata.org/entity/Q11319948,Daring Heart,http://www.wikidata.org/entity/Q11297858,King Kamehameha,2011,,female organism
http://www.wikidata.org/entity/Q101192578,Aristoteles,,,http://www.wikidata.org/entity/Q11290535,Epiphaneia,2017,,male organism
http://www.wikidata.org/entity/Q101192716,King of Koji,,,http://www.wikidata.org/entity/Q11350999,Lord Kanaloa,2016,,male organism
http://www.wikidata.org/entity/Q101193776,メジロタイヨウ,,,,,,,male organism
http://www.wikidata.org/entity/Q101193871,Fashionista,,,,,,,female organism
http://www.wikidata.org/entity/Q101193896,Sabuno Junior,,,,,,,male organism
http://www.wikidata.org/entity/Q101193911,クリヒデ,,,,,,,female organism
http://www.wikidata.org/entity/Q101193913,セルローズ,,,,,,,female organism
http://www.wikidata.org/entity/Q101193915,ミツドフアーム,,,,,,,male organism
http://www.wikidata.org/entity/Q101193916,ハタカゼ,,,,,,,male organism
http://www.wikidata.org/entity/Q101193918,ニユーフオード,,,,,,,male organism
http://www.wikidata.org/entity/Q101193920,スノージェット,,,,,,,male organism
http://www.wikidata.org/entity/Q101246741,Alcohol Free,,,,,,,female organism
http://www.wikidata.org/entity/Q101246743,Essential Quality,,,,,,,male organism
http://www.wikidata.org/entity/Q1012807,Lammtarra,http://www.wikidata.org/entity/Q7548189,Snow Bride,http://www.wikidata.org/entity/Q26798,Nijinsky,1992,2014,male organism
http://www.wikidata.org/entity/Q101599315,Gamine,,,,,,,female organism
http://www.wikidata.org/entity/Q1016696,Burmese,,,,,1962,1990,female organism
http://www.wikidata.org/entity/Q101781241,Mondreise,,,,,,,male organism
http://www.wikidata.org/entity/Q1018502,Byerley Turk,,,,,1684,1706,male organism
http://www.wikidata.org/entity/Q102126100,Huron,,,,,1889,,male organism
http://www.wikidata.org/entity/Q102127262,Phil Dwyer,,,,,1889,,male organism
http://www.wikidata.org/entity/Q102170280,Sakura Plaisir,,,,,,,female organism
http://www.wikidata.org/entity/Q102170294,Red Belle Aube,,,,,,,male organism
http://www.wikidata.org/entity/Q102170311,Nadal,,,,,,,male organism
http://www.wikidata.org/entity/Q102170334,Way To Paris,,,,,,,male organism
http://www.wikidata.org/entity/Q102187523,Balgowan,,,,,1888,,male organism
http://www.wikidata.org/entity/Q102187524,High Tariff,,,,,1888,,male organism
http://www.wikidata.org/entity/Q102187526,Hart Wallace,,,,,1888,,male organism
http://www.wikidata.org/entity/Q102235764,Volcano,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235766,Verdigris,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235768,Bob Woolley,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235770,Grenoble,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235772,Bill Bruce,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235774,Chesapeake,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235777,Searcher,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235779,Ascension,,,,,1872,,female organism
http://www.wikidata.org/entity/Q102235782,Enlister,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235787,McCreery,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235789,Warsaw,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235792,Vagabond,,,,,1872,,male organism
http://www.wikidata.org/entity/Q102235794,Gold Mine,,,,,1872,,female organism
http://www.wikidata.org/entity/Q102235798,Creedmore,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235801,Harry Hill,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235803,Germantown,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235805,Lizzie Stone,,,,,1873,,female organism
http://www.wikidata.org/entity/Q102235808,Marie Michon,,,,,1873,,female organism
http://www.wikidata.org/entity/Q102235811,Bombay,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235812,Red Coat,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235815,Leamingtonian,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235817,Bullion,,,,,1873,,male organism
http://www.wikidata.org/entity/Q102235819,Leonard,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235821,King William,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235823,Vera Cruz,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235824,McWhirter,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235871,Odd Fellow,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235873,Malvern,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235877,Early Light,,,,,1874,,female organism
http://www.wikidata.org/entity/Q102235879,Dan K.,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235881,Lisbon,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235884,Headlight,,,,,1874,,male organism
http://www.wikidata.org/entity/Q102235889,Leveler,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235891,Solicitor,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235893,McHenry,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235895,Respond,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235898,Burgundy,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235900,Earl of Beaconsfield,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235903,Charley Bush,,,,,1875,,male organism
http://www.wikidata.org/entity/Q102235905,Strathmore,,,,,1876,,male organism
http://www.wikidata.org/entity/Q102235907,Trinidad,,,,,1876,,male organism
http://www.wikidata.org/entity/Q102235910,One Dime,,,,,1876,,male organism
http://www.wikidata.org/entity/Q102235912,General Pike,,,,,1876,,male organism
http://www.wikidata.org/entity/Q102235916,Ada Glenn,,,,,1876,,female organism
http://www.wikidata.org/entity/Q102235918,Buckner,,,,,1876,,male organism
http://www.wikidata.org/entity/Q102235920,Wissahickon,,,,,1876,,female organism
http://www.wikidata.org/entity/Q102235924,Kimball,,,,,1877,,male organism
http://www.wikidata.org/entity/Q102235926,Bancroft,,,,,1877,,male organism
http://www.wikidata.org/entity/Q102235927,Boulevard,,,,,1877,,male organism
http://www.wikidata.org/entity/Q102235929,Quito,,,,,1877,,male organism
http://www.wikidata.org/entity/Q102235964,Lelex,,,,,1878,,male organism
http://www.wikidata.org/entity/Q102235966,Alfambra,,,,,1878,,male organism
http://www.wikidata.org/entity/Q102235968,Sligo,,,,,1878,,male organism
http://www.wikidata.org/entity/Q102235971,Getaway,,,,,1878,,male organism
http://www.wikidata.org/entity/Q102235973,Calycanthus,,,,,1878,,male organism
http://www.wikidata.org/entity/Q102235976,Apollo,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235978,Runnymede,,,http://www.wikidata.org/entity/Q104236987,Billet,1879,,male organism
http://www.wikidata.org/entity/Q102235979,Bengal,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235981,Harry Gilmore,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235984,Babcock,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235987,Monogram,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235991,Highflyer,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235994,Wendover,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102235996,Pat Malloy colt,,,http://www.wikidata.org/entity/Q113996948,Pat Malloy,1879,,male organism
http://www.wikidata.org/entity/Q102235998,Wallensee,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102236001,Newsboy,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102236003,Mistral,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102236005,Lost Cause,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102236008,Robert Bruce,,,,,1879,,male organism
http://www.wikidata.org/entity/Q102236013,Drake Carter,,,,,1880,,male organism
http://www.wikidata.org/entity/Q102236015,Lord Raglan,,,,,1880,,male organism
http://www.wikidata.org/entity/Q102236018,Ascender,,,,,1880,,male organism
http://www.wikidata.org/entity/Q102236020,Standiford Kellar,,,,,1880,,male organism
http://www.wikidata.org/entity/Q102236021,Pike's Pride,,,,,1880,,female organism
http://www.wikidata.org/entity/Q102236024,Chatter,,,,,1880,,male organism
http://www.wikidata.org/entity/Q102236027,Loftin,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236068,Audrain,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236070,Bob Miles,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236072,Bob Cook,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236074,Boreas,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236076,Admiral,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236078,Exploit,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236081,Powhattan III,,,,,1881,,male organism
http://www.wikidata.org/entity/Q102236086,Ten Booker,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236089,Favor,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236091,Irish Pat,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236093,Keokuk,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236095,Clay Pate,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236098,Thistle,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236099,Playfair,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236101,Lord Coleridge,,,,,1882,,male organism
http://www.wikidata.org/entity/Q102236105,Blue Wing,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236107,Free Knight,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236110,Lijero,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236111,Jim Gray,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236113,Grimaldi,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236116,Sir Joseph,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236118,Harrodsburg,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236121,Lafitte,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236123,Masterpiece,,,,,1883,,male organism
http://www.wikidata.org/entity/Q102236127,Jim Gore,,,http://www.wikidata.org/entity/Q5766174,Hindoo,1884,,male organism
http://www.wikidata.org/entity/Q102236173,Jacobin,,,,,1884,,male organism
http://www.wikidata.org/entity/Q102236176,Banburg,,,,,1884,,male organism
http://www.wikidata.org/entity/Q102236177,Clarion,,,,,1884,,male organism
http://www.wikidata.org/entity/Q102236180,Ban Yan,,,,,1884,,male organism
http://www.wikidata.org/entity/Q102236183,Pendennis,,,,,1884,,male organism
http://www.wikidata.org/entity/Q102236186,Gallifet,,,,,1885,,male organism
http://www.wikidata.org/entity/Q102236188,White,,,,,1885,,male organism
http://www.wikidata.org/entity/Q102236190,Alexandria,,,,,1885,,male organism
http://www.wikidata.org/entity/Q102236193,The Chevalier,,,,,1885,,male organism
http://www.wikidata.org/entity/Q102236196,Autocrat,,,,,1885,,male organism
http://www.wikidata.org/entity/Q102236198,Col. Zeb Ward,,,,,1885,,male organism
http://www.wikidata.org/entity/Q102236201,Once Again,,,,,1886,,male organism
http://www.wikidata.org/entity/Q102236202,Hindoocraft,,,,,1886,,male organism
http://www.wikidata.org/entity/Q102236204,Cassius,,,,,1886,,male organism
http://www.wikidata.org/entity/Q102236205,Sportsman,,,,,1886,,male organism
http://www.wikidata.org/entity/Q102236208,Outbound,,,,,1886,,male organism
http://www.wikidata.org/entity/Q102236211,Bootmaker,,,,,1886,,male organism
http://www.wikidata.org/entity/Q102236214,Bill Letcher,,,,,1887,,male organism
http://www.wikidata.org/entity/Q102236216,Robespierre,,,,,1887,,male organism
http://www.wikidata.org/entity/Q102236219,Palisade,,,,,1887,,male organism
http://www.wikidata.org/entity/Q102236220,Outlook,,,,,1887,,male organism
http://www.wikidata.org/entity/Q102236223,Prince Fonso,,,,,1887,,male organism
http://www.wikidata.org/entity/Q102236226,Plutus,,,,,1890,,male organism
http://www.wikidata.org/entity/Q102236228,Boundless,,,,,1890,,male organism
http://www.wikidata.org/entity/Q102236231,Buck McCann,,,,,1890,,male organism
http://www.wikidata.org/entity/Q102236233,Mirage,,,,,1890,,male organism
http://www.wikidata.org/entity/Q102236234,Linger,,,,,1890,,male organism
http://www.wikidata.org/entity/Q102236283,Pearl Song,,,,,1891,,male organism
http://www.wikidata.org/entity/Q102236286,Sigurd,,,,,1891,,male organism
http://www.wikidata.org/entity/Q102236288,Al Boyer,,,,,1891,,male organism
http://www.wikidata.org/entity/Q102236290,Tom Elmore,,,,,1891,,male organism
http://www.wikidata.org/entity/Q102236294,Basso,,,,,1892,,male organism
http://www.wikidata.org/entity/Q102236297,Laureate,,,,,1892,,male organism
http://www.wikidata.org/entity/Q102236298,Curator,,,,,1892,,male organism
http://www.wikidata.org/entity/Q102236299,Ben Eder,,,,,1893,,male organism
http://www.wikidata.org/entity/Q102236302,Semper Ego,,,,,1893,,male organism
http://www.wikidata.org/entity/Q102236304,First Mate,,,http://www.wikidata.org/entity/Q5465075,Fonso,1893,,male organism
http://www.wikidata.org/entity/Q102236307,The Dragon,,,,,1893,,male organism
http://www.wikidata.org/entity/Q102236308,Parson,,,,,1893,,male organism
http://www.wikidata.org/entity/Q102236309,The Winner,,,,,1893,,male organism
http://www.wikidata.org/entity/Q102236310,Ulysses,,,,,1893,,male organism
http://www.wikidata.org/entity/Q102236314,Ornament,,,,,1894,,male organism
http://www.wikidata.org/entity/Q102236315,Dr. Catlett,,,,,1894,,male organism
http://www.wikidata.org/entity/Q102236318,Dr. Shepard,,,,,1894,,male organism
http://www.wikidata.org/entity/Q102236320,Goshen,,,,,1894,,male organism
http://www.wikidata.org/entity/Q102236322,Ben Brown,,,,,1894,,male organism
http://www.wikidata.org/entity/Q102236325,Lieber Karl,,,,,1895,,male organism
http://www.wikidata.org/entity/Q102236327,Isabey,,,,,1895,,male organism
http://www.wikidata.org/entity/Q102236330,Han d'Or,,,,,1895,,male organism
http://www.wikidata.org/entity/Q102236335,Corsini,,,,,1896,,male organism
http://www.wikidata.org/entity/Q102236337,Mazo,,,,,1896,,male organism
http://www.wikidata.org/entity/Q102236339,His Lordship,,,,,1896,,male organism
http://www.wikidata.org/entity/Q102236343,Fontainebleu,,,,,1896,,male organism
http://www.wikidata.org/entity/Q102236385,Florizar,,,,,1897,,male organism
http://www.wikidata.org/entity/Q102236388,Thrive,,,,,1897,,male organism
http://www.wikidata.org/entity/Q102236391,Highland Lad,,,,,1897,,male organism
http://www.wikidata.org/entity/Q102236396,His Excellency,,,,,1897,,male organism
http://www.wikidata.org/entity/Q102236398,Kentucky Farmer,,,,,1897,,male organism
http://www.wikidata.org/entity/Q102236403,Sannazarro,,,,,1898,,male organism
http://www.wikidata.org/entity/Q102236407,Driscoll,,,,,1898,,male organism
http://www.wikidata.org/entity/Q102236412,Amur,,,,,1898,,male organism
http://www.wikidata.org/entity/Q102236414,Alard Scheck,,,,,1898,,male organism
http://www.wikidata.org/entity/Q102236418,Inventor,,,,,1899,,male organism
http://www.wikidata.org/entity/Q102236422,The Rival,,,,,1899,,male organism
http://www.wikidata.org/entity/Q102236423,Abe Frank,,,,,1899,,male organism
http://www.wikidata.org/entity/Q102236429,Early,,,,,1900,,male organism
http://www.wikidata.org/entity/Q102236432,Bourbon,,,,,1900,,male organism
http://www.wikidata.org/entity/Q102236434,Bad News,,,,,1900,,male organism
http://www.wikidata.org/entity/Q102236439,Woodlake,,,,,1900,,male organism
http://www.wikidata.org/entity/Q102236442,Treacy,,,,,1900,,male organism
http://www.wikidata.org/entity/Q102236449,Ed Tierney,,,,,1901,,male organism
http://www.wikidata.org/entity/Q102236497,Brancas,,,,,1901,,male organism
http://www.wikidata.org/entity/Q102236501,Prince Silverwings,,,,,1901,,male organism
http://www.wikidata.org/entity/Q102236505,Proceeds,,,,,1901,,male organism
http://www.wikidata.org/entity/Q102236509,Ram's Horn,,,,,1902,,male organism
http://www.wikidata.org/entity/Q102236513,Layson,,,,,1902,,male organism
http://www.wikidata.org/entity/Q102236519,Lady Navarre,,,,,1903,,female organism
http://www.wikidata.org/entity/Q102236521,James Reddick,,,,,1903,,male organism
http://www.wikidata.org/entity/Q102236525,Hyperion II,,,,,1903,,male organism
http://www.wikidata.org/entity/Q102236530,Debar,,,,,1903,,male organism
http://www.wikidata.org/entity/Q102236534,Velours,,,,,1903,,male organism
http://www.wikidata.org/entity/Q102236538,Zal,,,,,1904,,male organism
http://www.wikidata.org/entity/Q102236542,Ovelando,,,,,1904,,male organism
http://www.wikidata.org/entity/Q102236546,Red Gauntlet,,,,,1904,,male organism
http://www.wikidata.org/entity/Q102236550,Wool Sandals,,,,,1904,,male organism
http://www.wikidata.org/entity/Q102236553,Orlandwick,,,,,1904,,male organism
http://www.wikidata.org/entity/Q102236558,Sir Cleges,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236640,Dunvegan,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236644,Synchronized,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236648,Banbridge,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236652,Milford,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236654,Bill Herron,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236658,Frank Bird,,,,,1905,,male organism
http://www.wikidata.org/entity/Q102236661,Miami,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236667,Dr. Barkley,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236672,Sir Catesby,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236678,Friend Harry,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236684,Direct,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236689,Michael Angelo,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236693,Warfield,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236698,Campeon,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236704,Match Me,,,,,1906,,male organism
http://www.wikidata.org/entity/Q102236711,Joe Morris,,,,,1907,,male organism
http://www.wikidata.org/entity/Q102236713,Fighting Bob,,,,,1907,,male organism
http://www.wikidata.org/entity/Q102236760,Boola Boola,,,,,1907,,male organism
http://www.wikidata.org/entity/Q102236763,Topland,,,,,1907,,male organism
http://www.wikidata.org/entity/Q102236766,John Furlong,,,,,1907,,male organism
http://www.wikidata.org/entity/Q102236770,Gallant Pirate,,,,,1907,,male organism
http://www.wikidata.org/entity/Q102236776,Governor Gray,,,,,1908,,male organism
http://www.wikidata.org/entity/Q102236779,Colston,,,,,1908,,male organism
http://www.wikidata.org/entity/Q102236783,Mud Sill,,,,,1908,,male organism
http://www.wikidata.org/entity/Q102236786,Jack Denman,,,,,1908,,male organism
http://www.wikidata.org/entity/Q102236790,Round the World,,,,,1908,,female organism
http://www.wikidata.org/entity/Q102236794,Col. Hogan,,,,,1908,,male organism
http://www.wikidata.org/entity/Q102236798,Duval,,,,,1909,,male organism
http://www.wikidata.org/entity/Q102236802,Flamma,,,,,1909,,female organism
http://www.wikidata.org/entity/Q102236805,Free Lance,,,,,1909,,male organism
http://www.wikidata.org/entity/Q102236809,Guaranola,,,,,1909,,male organism
http://www.wikidata.org/entity/Q102236812,Sonada,,,,,1909,,male organism
http://www.wikidata.org/entity/Q102236816,Wheelwright,,,,,1909,,male organism
http://www.wikidata.org/entity/Q102236863,Ten Point,,,,,1910,,male organism
http://www.wikidata.org/entity/Q102236866,Gowell,,,,,1910,,female organism
http://www.wikidata.org/entity/Q102236869,Foundation,,,,,1910,,male organism
http://www.wikidata.org/entity/Q102236871,Yankee Notions,,,,,1910,,male organism
http://www.wikidata.org/entity/Q102236875,Lord Marshall,,,,,1910,,male organism
http://www.wikidata.org/entity/Q102236879,Jimmie Gill,,,,,1910,,male organism
http://www.wikidata.org/entity/Q102236881,Leochares,,,,,1910,,male organism
http://www.wikidata.org/entity/Q102236888,Hodge,,,,,1911,,male organism
http://www.wikidata.org/entity/Q102236892,Bronzewing,,,,,1911,,female organism
http://www.wikidata.org/entity/Q102236895,John Gund,,,,,1911,,male organism
http://www.wikidata.org/entity/Q102236900,Old Ben,,,,,1911,,male organism
http://www.wikidata.org/entity/Q102236902,Surprising,,,,,1911,,male organism
http://www.wikidata.org/entity/Q102236906,Watermelon,,,,,1911,,female organism
http://www.wikidata.org/entity/Q102236910,Pebbles,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236913,Sharpshooter,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236915,Royal II,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236919,Emerson Cochran,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236924,Leo Ray,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236977,Double Eagle,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236981,Dortch,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236984,For Fair,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236988,Ed Crump,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236991,Little String,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236994,Goldcrest Boy,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102236998,Uncle Bryn,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102237001,Tetan,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102237005,Norse King,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102237007,Booker Bill,,,,,1912,,male organism
http://www.wikidata.org/entity/Q102237011,Star Hawk,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237015,Franklin,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237016,Dodge,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237019,Thunderer,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237021,The Cock,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237024,Dominant,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237025,Kinney,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237029,Lena Misha,,,,,1913,,male organism
http://www.wikidata.org/entity/Q102237032,Ticket,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237036,Midway,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237039,Rickety,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237083,War Star,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237086,Manister Toi,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237089,Skeptic,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237092,Guy Fortune,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237097,Star Master,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237099,Stargazer,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237106,Green Jones,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237109,Top o' the Wave,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237112,Berlin,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237114,Acabado,,,,,1914,,male organism
http://www.wikidata.org/entity/Q102237120,Escoba,,,,,1915,,male organism
http://www.wikidata.org/entity/Q102237122,Viva America,,,,,1915,,female organism
http://www.wikidata.org/entity/Q102237126,Lucky B.,,,,,1915,,male organism
http://www.wikidata.org/entity/Q102237131,Jas. T. Clark,,,,,1915,,male organism
http://www.wikidata.org/entity/Q102237134,Sewell Combs,,,,,1915,,male organism
http://www.wikidata.org/entity/Q102237138,American Eagle,,,,,1915,,male organism
http://www.wikidata.org/entity/Q102237141,Under Fire,,,,,1916,,male organism
